,album,artist,duration,listeners,playcount,single_release,track-title,track_no
0,Scorpion,Drake,136,69548,229946,,Survival,1
1,Scorpion,Drake,238,108576,750236,,Nonstop,2
2,Scorpion,Drake,185,63287,255611,,Elevate,3
3,Scorpion,Drake,302,65061,273895,,Emotionless,4
4,Scorpion,Drake,199,235559,2144208,"16 Feb 2018, 20:15",God's Plan,5
5,Scorpion,Drake,214,82283,432575,,I'm Upset,6
6,Scorpion,Drake,195,59637,210660,,8 Out of 10,7
7,Scorpion,Drake,205,64982,361506,,Mob Ties,8
8,Scorpion,Drake,163,6189,32161,,Can't Take a Joke,9
9,Scorpion,Drake,216,5714,24236,,Sandra's Rose,10
10,Scorpion,Drake,223,37762,101435,,Talk Up,11
11,Scorpion,Drake,226,42580,133011,,Is There More,12
12,Scorpion,Drake,206,43410,162980,,Peak,1
13,Scorpion,Drake,247,49727,223128,,Summer Games,2
14,Scorpion,Drake,262,42720,171387,,Jaded,3
15,Scorpion,Drake,209,164666,1533816,"17 Apr 2018, 17:40",Nice for What,4
16,Scorpion,Drake,182,42374,173650,,Finesse,5
17,Scorpion,Drake,207,38773,131055,,Ratchet Happy Birthday,6
18,Scorpion,Drake,157,5164,28882,,That's How You Feel,7
19,Scorpion,Drake,162,41400,195205,,Blue Tint,8
20,Scorpion,Drake,217,164399,1380679,"23 Jul 2018, 16:20",In My Feelings,9
21,Scorpion,Drake,245,389,3596,,Don't Matter To Me,10
22,Scorpion,Drake,289,25850,70647,,After Dark,11
23,Scorpion,Drake,220,35918,115670,,Final Fantasy,12
24,Scorpion,Drake,309,32934,96627,,March 14,13
0,Stoney,Post Malone,233,45753,226709,,Broken Whiskey Glass,1
1,Stoney,Post Malone,207,50686,287036,,Big Lie,2
2,Stoney,Post Malone,234,74162,456623,,Deja Vu,3
3,Stoney,Post Malone,179,60529,407598,,No Option,4
4,Stoney,Post Malone,268,39657,199589,,Cold,5
5,Stoney,Post Malone,256,168825,1271861,,White Iverson,6
6,Stoney,Post Malone,224,143202,1077752,,I Fall Apart,7
7,Stoney,Post Malone,194,49810,304083,,Patient,8
8,Stoney,Post Malone,179,103497,832749,"17 May 2016, 00:06",Go Flex,9
9,Stoney,Post Malone,197,37192,191005,,Feel,10
10,Stoney,Post Malone,237,64840,403222,,Too Young,11
11,Stoney,Post Malone,220,168198,1339156,,Congratulations,12
12,Stoney,Post Malone,194,40872,220661,,Up There,13
13,Stoney,Post Malone,219,37968,212995,,"Yours Truly, Austin Post",14
0,DAMN.,Kendrick Lamar,118,171263,919280,,BLOOD.,1
1,DAMN.,Kendrick Lamar,185,270188,2659159,"21 Apr 2017, 21:32",DNA.,2
2,DAMN.,Kendrick Lamar,160,177837,1216739,,YAH.,3
3,DAMN.,Kendrick Lamar,208,200337,1622406,"25 Jul 2017, 22:29",ELEMENT.,4
4,DAMN.,Kendrick Lamar,214,168086,1129731,"25 Jul 2017, 22:26",FEEL.,5
5,DAMN.,Kendrick Lamar,227,14287,79620,,LOYALTY.,6
6,DAMN.,Kendrick Lamar,275,169357,1194023,"18 Apr 2017, 03:40",PRIDE.,7
7,DAMN.,Kendrick Lamar,177,342620,3626212,"31 Mar 2017, 02:43",HUMBLE.,8
8,DAMN.,Kendrick Lamar,307,156014,975458,"22 Apr 2017, 20:27",LUST.,9
9,DAMN.,Kendrick Lamar,213,13916,72405,,LOVE.,10
10,DAMN.,Kendrick Lamar,254,10162,47279,,XXX.,11
11,DAMN.,Kendrick Lamar,460,140218,801842,,FEAR.,12
12,DAMN.,Kendrick Lamar,248,136579,805898,,GOD.,13
13,DAMN.,Kendrick Lamar,248,135047,772763,"22 Jan 2018, 17:24",DUCKWORTH.,14
0,KOD,J. Cole,82,105658,511573,,Intro,1
1,KOD,J. Cole,191,72073,417357,"20 Apr 2018, 06:24",KOD,2
2,KOD,J. Cole,218,44364,201049,,Photograph,3
3,KOD,J. Cole,237,1117,3681,,The Cut Off,4
4,KOD,J. Cole,216,51945,316443,,ATM,5
5,KOD,J. Cole,133,45332,232533,,Motiv8,6
6,KOD,J. Cole,200,5452,36507,,Kevin's Heart,7
7,KOD,J. Cole,316,34472,142974,,BRACKETS,8
8,KOD,J. Cole,197,4888,22972,,Once an Addict (Interlude),9
9,KOD,J. Cole,257,945,3097,,FRIENDS,10
10,KOD,J. Cole,286,4796,22742,,Window Pain (Outro),11
11,KOD,J. Cole,190,3647,22425,,"1985 (Intro to ""The Fall Off"")",12
0,Kamikaze,Eminem,337,85758,466016,,The Ringer,1
1,Kamikaze,Eminem,226,71661,342298,,Greatest,2
2,Kamikaze,Eminem,244,5697,26766,,Lucky You,3
3,Kamikaze,Eminem,35,84676,277129,,Paul (Skit),4
4,Kamikaze,Eminem,222,59613,229374,,Normal,5
5,Kamikaze,Eminem,71,81927,256903,,Em Calls Paul (Skit),6
6,Kamikaze,Eminem,309,55390,224196,"02 Nov 2018, 14:22",Stepping Stone,7
7,Kamikaze,Eminem,288,4325,19005,,Not Alike,8
8,Kamikaze,Eminem,216,58995,264344,,Kamikaze,9
9,Kamikaze,Eminem,262,65228,352428,,Fall,10
10,Kamikaze,Eminem,150,4316,14129,,Nice Guy,11
11,Kamikaze,Eminem,142,2770,9626,,Good Guy,12
12,Kamikaze,Eminem,269,8940,49670,,Venom (Music From the Motion Picture),13
0,Red Pill Blues,Maroon 5,239,16169,55389,,Best 4 U,1
1,Red Pill Blues,Maroon 5,199,20210,118164,,What Lovers Do,2
2,Red Pill Blues,Maroon 5,190,68544,381210,,Wait,3
3,Red Pill Blues,Maroon 5,216,18859,84345,,Lips On You,4
4,Red Pill Blues,Maroon 5,196,14746,53039,,Bet My Heart,5
5,Red Pill Blues,Maroon 5,193,6298,19013,,Help Me Out,6
6,Red Pill Blues,Maroon 5,183,3179,9045,,Who I Am,7
7,Red Pill Blues,Maroon 5,210,4961,13536,,Whiskey,8
8,Red Pill Blues,Maroon 5,213,40153,211697,,Girls Like You,9
9,Red Pill Blues,Maroon 5,688,11052,36973,,Closure,10
10,Red Pill Blues,Maroon 5,232,11856,43880,,Denim Jacket,11
11,Red Pill Blues,Maroon 5,230,11862,45666,,Visions,12
12,Red Pill Blues,Maroon 5,214,138976,771297,"13 Oct 2016, 03:17",Don't Wanna Know,13
13,Red Pill Blues,Maroon 5,234,91323,496846,"17 Feb 2017, 06:46",Cold,14
14,Red Pill Blues,Maroon 5,297,794,2011,,Moves Like Jagger (Live in Manchester),1
15,Red Pill Blues,Maroon 5,357,232,558,,Sugar (Live In Manchester),2
16,Red Pill Blues,Maroon 5,416,644,1691,,Daylight (Live In Manchester),3
17,Red Pill Blues,Maroon 5,358,208,501,,Payphone (Live In Manchester),4
18,Red Pill Blues,Maroon 5,261,628,1687,,Maps (Live In Manchester),5
19,Red Pill Blues,Maroon 5,221,721,1987,,Stereo Hearts (Live in Manchester),6
20,Red Pill Blues,Maroon 5,201,196,444,,Harder To Breathe (Live In Manchester),7
21,Red Pill Blues,Maroon 5,301,631,1579,,This Love (Live In Manchester),8
22,Red Pill Blues,Maroon 5,269,688,1818,,Animals (Live In Manchester),9
0,The Thrill of It All,Sam Smith,202,166145,1248657,,Too Good at Goodbyes,1
1,The Thrill of It All,Sam Smith,247,35133,174455,,Say It First,2
2,The Thrill of It All,Sam Smith,192,44919,234971,,One Last Song,3
3,The Thrill of It All,Sam Smith,207,34340,181201,,Midnight Train,4
4,The Thrill of It All,Sam Smith,203,42915,222000,,Burning,5
5,The Thrill of It All,Sam Smith,190,29919,163401,,HIM,6
6,The Thrill of It All,Sam Smith,207,32440,162692,,"Baby, You Make Me Crazy",7
7,The Thrill of It All,Sam Smith,283,23984,123108,,No Peace,8
8,The Thrill of It All,Sam Smith,187,28258,148228,,Palace,9
9,The Thrill of It All,Sam Smith,222,79537,480239,,Pray,10
0,Camila,Camila Cabello,225,136945,3737600,"03 Feb 2018, 03:59",Never Be the Same,1
1,Camila,Camila Cabello,164,55117,709053,"03 Feb 2018, 04:04",All These Years,2
2,Camila,Camila Cabello,177,87834,1060528,"03 Feb 2018, 04:07",She Loves Control,3
3,Camila,Camila Cabello,216,249040,3821029,"05 Aug 2017, 00:33",Havana,4
4,Camila,Camila Cabello,182,45155,393861,"03 Feb 2018, 04:10",Inside Out,5
5,Camila,Camila Cabello,178,53813,718351,,Consequences,6
6,Camila,Camila Cabello,214,99704,1076008,"03 Feb 2018, 04:14",Real Friends,7
7,Camila,Camila Cabello,236,45593,491738,"03 Feb 2018, 04:16",Something's Gotta Give,8
8,Camila,Camila Cabello,219,44786,468703,"03 Feb 2018, 04:18",In the Dark,9
9,Camila,Camila Cabello,175,43709,471432,"03 Feb 2018, 04:24",Into It,10
10,Camila,Camila Cabello,227,9372,64218,,Never Be the Same (Radio Edit),11
0,Revival,Eminem,304,7693,26658,,Walk On Water,1
1,Revival,Eminem,315,47596,186936,,Believe,2
2,Revival,Eminem,301,3870,11477,,Chloraseptic,3
3,Revival,Eminem,370,39745,120282,"08 Dec 2017, 08:44",Untouchable,4
4,Revival,Eminem,221,9949,49355,,River,5
5,Revival,Eminem,26,1516,4181,,Remind Me (intro),6
6,Revival,Eminem,225,38325,125091,,Remind Me,7
7,Revival,Eminem,51,35213,105220,,Revival (interlude),8
8,Revival,Eminem,245,2893,8447,,Like Home,9
9,Revival,Eminem,288,2646,8417,,Bad Husband,10
10,Revival,Eminem,252,2545,7664,,Tragic Endings,11
11,Revival,Eminem,253,30678,118917,,Framed,12
12,Revival,Eminem,264,3030,9274,,Nowhere Fast,13
13,Revival,Eminem,250,26682,87903,,Heat,14
14,Revival,Eminem,320,25176,84416,,Offended,15
15,Revival,Eminem,265,2630,8703,,Need Me,16
16,Revival,Eminem,254,29635,120056,"04 Mar 2018, 05:46",In Your Head,17
17,Revival,Eminem,254,28417,108577,,Castle,18
18,Revival,Eminem,182,25300,93835,,Arose,19
0,More Life,Drake,218,82896,663836,"20 Mar 2017, 21:00",Free Smoke,1
1,More Life,Drake,149,60100,244605,,No Long Talk,2
2,More Life,Drake,298,204944,2021803,"19 Mar 2017, 15:58",Passionfruit,3
3,More Life,Drake,107,69120,312927,,Jorja Interlude,4
4,More Life,Drake,250,69887,367041,,Get It Together,5
5,More Life,Drake,205,70481,362412,,Madiba Riddim,6
6,More Life,Drake,216,85453,434725,,Blem,7
7,More Life,Drake,186,64220,300202,,4422,8
8,More Life,Drake,189,88768,520129,,Gyalchester,9
9,More Life,Drake,143,59242,270286,,Skepta Interlude,10
10,More Life,Drake,236,94039,873548,,Portland,11
11,More Life,Drake,307,50856,227557,,Sacrifices,12
12,More Life,Drake,153,52516,211120,,Nothings Into Somethings,13
13,More Life,Drake,219,80909,493339,"28 Jan 2018, 17:59",Teenage Fever,14
14,More Life,Drake,162,53677,249927,,Kmt,15
15,More Life,Drake,305,46931,176974,,Lose You,16
16,More Life,Drake,228,48153,206200,,Can't Have Everything,17
17,More Life,Drake,206,43418,161135,,Glow,18
18,More Life,Drake,368,33858,109377,,Since Way Back,19
19,More Life,Drake,210,170246,1057513,"27 Oct 2016, 02:34",Fake Love,20
20,More Life,Drake,250,38939,156667,,Ice Melts,21
21,More Life,Drake,283,59611,298424,,Do Not Disturb,22
0,Traveller,Chris Stapleton,222,28115,134771,,Traveller,1
1,Traveller,Chris Stapleton,244,21914,106796,,Fire Away,2
2,Traveller,Chris Stapleton,293,54997,347380,,Tennessee Whiskey,3
3,Traveller,Chris Stapleton,253,28314,145412,,Parachute,4
4,Traveller,Chris Stapleton,236,21604,89424,,Whiskey and You,5
5,Traveller,Chris Stapleton,244,20765,97292,,Nobody to Blame,6
6,Traveller,Chris Stapleton,277,16990,62469,,More of You,7
7,Traveller,Chris Stapleton,256,14556,59937,,When the Stars Come Out,8
8,Traveller,Chris Stapleton,249,11659,42441,,Daddy Doesn't Pray Anymore,9
9,Traveller,Chris Stapleton,277,13129,52022,,Might as Well Get Stoned,10
10,Traveller,Chris Stapleton,289,11024,41593,,Was It 26,11
11,Traveller,Chris Stapleton,367,10761,40811,,The Devil Named Music,12
12,Traveller,Chris Stapleton,337,14181,53032,,Outlaw State of Mind,13
13,Traveller,Chris Stapleton,240,10195,36976,,Sometimes I Cry,14
0,Tell Me You Love Me,Demi Lovato,236,88125,1182556,"02 Dec 2017, 04:04",Tell Me You Love Me,1
0,Beautiful Trauma,P!nk,250,63202,502511,,Beautiful Trauma,1
1,Beautiful Trauma,P!nk,226,35698,157179,,Revenge,2
2,Beautiful Trauma,P!nk,243,36940,230773,,Whatever You Want,3
3,Beautiful Trauma,P!nk,270,135127,1031228,"11 Aug 2017, 16:16",What About Us,4
4,Beautiful Trauma,P!nk,207,24713,117599,,But We Lost It,5
5,Beautiful Trauma,P!nk,224,23679,125009,,Barbies,6
6,Beautiful Trauma,P!nk,267,26413,143447,,Where We Go,7
7,Beautiful Trauma,P!nk,216,21771,112972,,For Now,8
8,Beautiful Trauma,P!nk,210,26761,183195,,Secrets,9
9,Beautiful Trauma,P!nk,200,19875,99620,,Better Life,10
10,Beautiful Trauma,P!nk,246,21186,112038,,I Am Here,11
11,Beautiful Trauma,P!nk,201,22258,124202,,Wild Hearts Can't Be Broken,12
12,Beautiful Trauma,P!nk,311,16787,71561,,You Get My Love,13
0,Sweetener,Ariana Grande,37,73511,764515,,raindrops (an angel cried),1
1,Sweetener,Ariana Grande,196,3470,19849,,blazed,2
2,Sweetener,Ariana Grande,228,5130,104679,,the light is coming,3
3,Sweetener,Ariana Grande,245,829,3891,,R.E.M.,4
4,Sweetener,Ariana Grande,197,154520,3461356,"17 Jul 2018, 04:08",God is a woman,5
5,Sweetener,Ariana Grande,208,77966,787967,,sweetener,6
6,Sweetener,Ariana Grande,227,62612,579010,,successful,7
7,Sweetener,Ariana Grande,172,76355,982862,,everytime,8
8,Sweetener,Ariana Grande,198,124404,1984070,"19 Sep 2018, 13:23",breathin,9
9,Sweetener,Ariana Grande,204,200392,5086443,"16 Apr 2018, 17:29",no tears left to cry,10
10,Sweetener,Ariana Grande,177,2841,19264,,borderline,11
11,Sweetener,Ariana Grande,171,60674,651298,,better off,12
12,Sweetener,Ariana Grande,189,64333,833484,"22 Dec 2018, 15:06",goodnight n go,13
13,Sweetener,Ariana Grande,73,67277,674376,"17 Aug 2018, 06:44",pete davidson,14
14,Sweetener,Ariana Grande,322,55854,531705,,get well soon,15
0,Harder Than Ever,Lil Baby,93,3918,15414,,Intro,1
1,Harder Than Ever,Lil Baby,108,3879,13702,,Spazz,2
2,Harder Than Ever,Lil Baby,192,40,118,,I'm Straight,3
3,Harder Than Ever,Lil Baby,162,3716,14357,,Exotic,4
4,Harder Than Ever,Lil Baby,132,57174,396540,,Yes Indeed,5
5,Harder Than Ever,Lil Baby,192,4266,18210,,Leaked,6
6,Harder Than Ever,Lil Baby,187,2778,11469,,Bank,7
7,Harder Than Ever,Lil Baby,198,3506,13880,,Cash,8
8,Harder Than Ever,Lil Baby,173,5941,31189,,Southside,9
9,Harder Than Ever,Lil Baby,192,3602,17661,,Throwing Shade,10
10,Harder Than Ever,Lil Baby,201,3456,15314,,First Class,11
11,Harder Than Ever,Lil Baby,205,2512,9328,,Right Now,12
12,Harder Than Ever,Lil Baby,247,16852,116879,,Life goes on,13
13,Harder Than Ever,Lil Baby,213,3236,13937,,Transporter,14
14,Harder Than Ever,Lil Baby,213,2834,9998,,Fit In,15
15,Harder Than Ever,Lil Baby,164,2409,9778,,Boss Bitch,16
16,Harder Than Ever,Lil Baby,196,3805,17164,,Never Needed No Help,17
0,Perception,NF,268,7838,55949,,Intro III,1
1,Perception,NF,325,8113,53666,,Outcast,2
2,Perception,NF,0,53,222,,10 Feet Down [feat. Ruelle],3
3,Perception,NF,182,9780,62556,,Green Lights,4
4,Perception,NF,221,8250,54579,,Dreams,5
5,Perception,NF,206,121040,833678,,Let You Down,6
6,Perception,NF,239,6718,40067,,destiny,7
7,Perception,NF,215,9017,55522,,My Life,8
8,Perception,NF,312,6446,40733,,You're Special,9
9,Perception,NF,199,16098,123590,,If You Want Love,10
10,Perception,NF,240,10525,81886,,Remember This,11
11,Perception,NF,239,5667,34524,,Know,12
12,Perception,NF,209,25963,160897,,Lie,13
13,Perception,NF,218,5712,35942,,3 A.M.,14
14,Perception,NF,192,5106,28034,,One Hundred,15
15,Perception,NF,212,5564,39577,,Outro,16
0,Life Changes,Thomas Rhett,0,540,2158,,Craving You [feat. Maren Morris],1
1,Life Changes,Thomas Rhett,157,25109,122404,,Unforgettable,2
2,Life Changes,Thomas Rhett,178,7559,37902,,Sixteen,3
3,Life Changes,Thomas Rhett,0,17,39,,Drink A Little Beer [feat. Rhett Akins],4
4,Life Changes,Thomas Rhett,206,18416,100849,,Marry Me,5
5,Life Changes,Thomas Rhett,196,9278,39489,,Leave Right Now,6
6,Life Changes,Thomas Rhett,168,2150,10390,,Smooth Like The Summer,7
7,Life Changes,Thomas Rhett,235,13200,59612,,Life Changes,8
8,Life Changes,Thomas Rhett,85,2587,11833,,When You Look Like That,9
9,Life Changes,Thomas Rhett,206,2637,11991,,Sweetheart,10
10,Life Changes,Thomas Rhett,227,2025,8338,,Kiss Me Like A Stranger,11
11,Life Changes,Thomas Rhett,223,1934,8551,,Renegades,12
12,Life Changes,Thomas Rhett,113,2047,8963,,Gateway Love,13
13,Life Changes,Thomas Rhett,191,5258,22328,,Grave,14
0,Project Baby Two,Kodak Black,418,5892,25851,,Versatile,1
1,Project Baby Two,Kodak Black,239,5010,19567,,Change My Ways,2
2,Project Baby Two,Kodak Black,213,355,1637,,Roll in Peace,3
3,Project Baby Two,Kodak Black,194,6194,25954,,6th Sense,4
4,Project Baby Two,Kodak Black,197,7373,40729,,Don't Wanna Breathe,5
5,Project Baby Two,Kodak Black,244,4472,15599,,Need a Break,6
6,Project Baby Two,Kodak Black,189,4532,15398,,First Love,7
7,Project Baby Two,Kodak Black,150,5056,22066,,Unexplainable,8
8,Project Baby Two,Kodak Black,205,41,131,,My Klik,9
9,Project Baby Two,Kodak Black,169,34463,219962,,Transportin',10
10,Project Baby Two,Kodak Black,142,4197,14488,,You Do That Shit,11
11,Project Baby Two,Kodak Black,184,46,146,,Built My Legacy,12
12,Project Baby Two,Kodak Black,189,4159,17025,,Misunderstood,13
13,Project Baby Two,Kodak Black,171,3641,20992,,Pride,14
14,Project Baby Two,Kodak Black,209,3238,10620,,Up Late,15
15,Project Baby Two,Kodak Black,211,3437,17097,,No Codefendant,16
16,Project Baby Two,Kodak Black,199,3734,14746,,The Recipe,17
17,Project Baby Two,Kodak Black,200,3010,12439,,Still in the Streets,18
18,Project Baby Two,Kodak Black,233,3031,11139,,Me for Me,19
0,Man of the Woods,Justin Timberlake,293,74354,404383,"05 Jan 2018, 13:07",Filthy,1
1,Man of the Woods,Justin Timberlake,312,26144,86129,,Midnight Summer Jam,2
2,Man of the Woods,Justin Timberlake,245,23091,68293,,Sauce,3
3,Man of the Woods,Justin Timberlake,243,30395,109974,,Man of the Woods,4
4,Man of the Woods,Justin Timberlake,258,116,369,,"Higher, Higher",5
5,Man of the Woods,Justin Timberlake,264,19970,64154,,Wave,6
6,Man of the Woods,Justin Timberlake,225,43427,219833,,Supplies,7
7,Man of the Woods,Justin Timberlake,243,22415,63612,,Morning Light,8
8,Man of the Woods,Justin Timberlake,278,90145,500980,"17 Mar 2018, 11:13",Say Something,9
9,Man of the Woods,Justin Timberlake,61,17854,46750,,Hers (Interlude),10
10,Man of the Woods,Justin Timberlake,289,17045,49430,,Flannel,11
11,Man of the Woods,Justin Timberlake,279,19972,75816,,Montana,12
12,Man of the Woods,Justin Timberlake,251,19011,74860,,Breeze Off the Pond,13
13,Man of the Woods,Justin Timberlake,293,16007,58827,,Livin' Off the Land,14
14,Man of the Woods,Justin Timberlake,195,14770,42881,,The Hard Stuff,15
15,Man of the Woods,Justin Timberlake,225,14619,42538,,Young Man,16
0,Starboy,The Weeknd,230,312298,2973123,"23 Sep 2016, 01:07",Starboy,1
1,Starboy,The Weeknd,249,154021,1168977,,Party Monster,2
2,Starboy,The Weeknd,220,131245,899310,"01 Oct 2016, 19:05",False Alarm,3
3,Starboy,The Weeknd,218,125748,1316582,,Reminder,4
4,Starboy,The Weeknd,232,3627,32352,,Rockin',5
5,Starboy,The Weeknd,265,111026,861517,,Secrets,6
6,Starboy,The Weeknd,206,99122,553145,,True Colors,7
7,Starboy,The Weeknd,111,82106,491363,"02 Dec 2016, 04:31",Stargirl Interlude,8
8,Starboy,The Weeknd,231,97547,794672,"03 Feb 2018, 19:33",Sidewalks,9
9,Starboy,The Weeknd,237,98928,603952,,Six Feet Under,10
10,Starboy,The Weeknd,223,80416,459949,,Love to Lay,11
11,Starboy,The Weeknd,220,86259,513330,,A Lonely Night,12
12,Starboy,The Weeknd,197,83644,402586,,Attention,13
13,Starboy,The Weeknd,221,76724,426726,,Ordinary Life,14
14,Starboy,The Weeknd,198,76711,414639,,Nothing Without You,15
15,Starboy,The Weeknd,321,56302,249622,,All I Know,16
16,Starboy,The Weeknd,260,104641,690783,,Die for You,17
17,Starboy,The Weeknd,269,233744,1979977,"31 Dec 2016, 13:55",I Feel It Coming,18
0,Ye,Kanye West,274,85034,674236,"02 Oct 2018, 11:15",I Thought About Killing You,1
1,Ye,Kanye West,188,102235,856900,,Yikes,2
2,Ye,Kanye West,146,112128,903732,,All Mine,3
3,Ye,Kanye West,205,3798,19825,,Wouldn't Leave (feat. PARTYNEXTDOOR),4
4,Ye,Kanye West,123,78563,570234,,No Mistakes,5
5,Ye,Kanye West,271,4600,34833,,Ghost Town (feat. PARTYNEXTDOOR),6
6,Ye,Kanye West,215,79758,655353,,Violent Crimes,7
0,Dua Lipa,Dua Lipa,205,74231,562481,"17 Jan 2018, 00:45",Genesis,1
1,Dua Lipa,Dua Lipa,203,4729,32904,,Lost in Your Light,2
2,Dua Lipa,Dua Lipa,188,130369,1278527,"12 Mar 2017, 13:31",Hotter than Hell,3
3,Dua Lipa,Dua Lipa,201,176291,1894381,"12 Mar 2017, 14:01",Be the One,4
4,Dua Lipa,Dua Lipa,218,206156,2092143,"17 Jan 2018, 00:42",IDGAF,5
5,Dua Lipa,Dua Lipa,178,160732,1812048,"12 Mar 2017, 14:19",Blow Your Mind (Mwah),6
6,Dua Lipa,Dua Lipa,228,52639,384936,"17 Jan 2018, 01:07",Garden,7
7,Dua Lipa,Dua Lipa,216,54332,425601,"17 Jan 2018, 01:18",No Goodbyes,8
8,Dua Lipa,Dua Lipa,172,78663,551277,"12 Mar 2017, 14:28",Thinking 'Bout You,9
9,Dua Lipa,Dua Lipa,212,283948,3730810,"20 Jul 2017, 13:25",New Rules,10
10,Dua Lipa,Dua Lipa,194,56063,432797,"17 Jan 2018, 01:29",Begging,11
11,Dua Lipa,Dua Lipa,230,73791,452843,"17 Jan 2018, 01:31",Homesick,12
0,What Makes You Country,Luke Bryan,236,6328,22933,,What Makes You Country,1
1,What Makes You Country,Luke Bryan,218,2528,13043,,Out of Nowhere Girl,2
2,What Makes You Country,Luke Bryan,175,10444,47386,"26 Oct 2017, 13:42",Light It Up,3
3,What Makes You Country,Luke Bryan,220,8374,39980,,Most People Are Good,4
4,What Makes You Country,Luke Bryan,216,6037,25940,,"Sunrise, Sunburn, Sunset",5
5,What Makes You Country,Luke Bryan,217,1338,3879,,Bad Lovers,6
6,What Makes You Country,Luke Bryan,225,1174,3674,,Drinking Again,7
7,What Makes You Country,Luke Bryan,211,1102,3452,,Land of a Million Songs,8
8,What Makes You Country,Luke Bryan,220,1126,3413,,Like You Say You Do,9
9,What Makes You Country,Luke Bryan,197,1714,5338,,Hooked on It,10
10,What Makes You Country,Luke Bryan,175,1058,3729,,She's a Hot One,11
11,What Makes You Country,Luke Bryan,235,1137,3900,,Hungover in a Hotel Room,12
12,What Makes You Country,Luke Bryan,179,972,3015,,Pick It Up,13
13,What Makes You Country,Luke Bryan,177,1078,7533,,Driving This Thing,14
14,What Makes You Country,Luke Bryan,195,1034,3202,,Win Life,15
0,Odisea,Ozuna,189,2127,6618,,Odisea,1
1,Odisea,Ozuna,193,7246,29195,,Tú Foto,2
2,Odisea,Ozuna,188,32784,174435,,Se Preparó,3
3,Odisea,Ozuna,219,3048,10256,,Cumpleaños,4
4,Odisea,Ozuna,226,19240,93146,,Dile Que Tu Me Quieres,5
5,Odisea,Ozuna,0,3176,14068,,Egoísta,6
6,Odisea,Ozuna,206,2274,9110,,Una Flor,7
7,Odisea,Ozuna,201,11767,60088,,Quiero Repetir,8
8,Odisea,Ozuna,236,2830,12711,,Noches de Aventura,9
9,Odisea,Ozuna,237,1383,4923,,Pide Lo Que Tú Quieras,10
10,Odisea,Ozuna,226,22777,122528,,Síguelo Bailando,11
11,Odisea,Ozuna,230,1701,7110,,Bebé,12
12,Odisea,Ozuna,233,10626,63247,,El Farsante,13
13,Odisea,Ozuna,213,2351,8761,,No quiere enamorarse,14
14,Odisea,Ozuna,201,1724,6570,,Carita de Angel,15
15,Odisea,Ozuna,225,6216,25542,,Si no te quiere,16
0,Pray for the Wicked,Panic! at the Disco,169,44045,327634,,(Fuck A) Silver Lining,1
1,Pray for the Wicked,Panic! at the Disco,189,72589,645675,"25 Mar 2018, 01:32",Say Amen (Saturday Night),2
2,Pray for the Wicked,Panic! at the Disco,169,41733,316705,,"Hey Look Ma, I Made It",3
3,Pray for the Wicked,Panic! at the Disco,191,119605,1038185,"26 Sep 2018, 22:16",High Hopes,4
4,Pray for the Wicked,Panic! at the Disco,186,35132,275388,,Roaring 20s,5
5,Pray for the Wicked,Panic! at the Disco,219,33388,210154,,Dancing's Not a Crime,6
6,Pray for the Wicked,Panic! at the Disco,198,29790,214658,,One of The Drunks,7
7,Pray for the Wicked,Panic! at the Disco,177,27585,170159,,The Overpass,8
8,Pray for the Wicked,Panic! at the Disco,160,32541,266717,,King of the Clouds,9
9,Pray for the Wicked,Panic! at the Disco,166,27271,176828,,Old Fashioned,10
10,Pray for the Wicked,Panic! at the Disco,229,29400,196839,,Dying in LA,11
0,Take Care,Drake,273,191832,1115988,,Over My Dead Body,1
1,Take Care,Drake,225,213619,1286085,,Shot for Me,2
2,Take Care,Drake,206,222924,1985999,"08 Aug 2011, 16:47",Headlines,3
3,Take Care,Drake,209,210678,1075070,"12 Feb 2012, 23:57",Crew Love,4
4,Take Care,Drake,277,385628,2174376,"17 Jan 2012, 18:28",Take Care,5
5,Take Care,Drake,496,2093,22251,,Marvins Room / Buried Alive (Interlude),6
6,Take Care,Drake,212,121925,655712,,Under Ground Kings,7
7,Take Care,Drake,248,114674,566680,"05 Nov 2012, 12:57",We'll Be Fine,8
8,Take Care,Drake,220,187723,819924,,Make Me Proud,9
9,Take Care,Drake,308,87559,371470,,Lord Knows,10
10,Take Care,Drake,435,26193,188236,,Cameras / Good Ones Go (Interlude),11
11,Take Care,Drake,265,147422,796486,,Doing It Wrong,12
12,Take Care,Drake,322,77469,334241,,The Real Her,13
13,Take Care,Drake,302,110380,576710,,Look What You've Done,14
14,Take Care,Drake,207,13807,113653,,HYFR (Hell Ya Fuckin' Right),15
15,Take Care,Drake,238,152355,851332,"08 Feb 2014, 06:10",Practice,16
16,Take Care,Drake,351,92139,414699,,The Ride,17
0,Curtain Call: The Hits,Eminem,33,39070,142188,"12 Jun 2015, 18:51",Intro (Curtain Call),1
1,Curtain Call: The Hits,Eminem,205,142890,644199,,Fack,2
2,Curtain Call: The Hits,Eminem,283,565170,2767779,"27 Jan 2010, 19:14",The Way I Am,3
3,Curtain Call: The Hits,Eminem,268,604837,2518611,"05 Dec 2009, 17:25",My Name Is,4
4,Curtain Call: The Hits,Eminem,404,602409,2855985,"23 Oct 2009, 00:20",Stan,5
5,Curtain Call: The Hits,Eminem,326,866631,5505506,"17 Jul 2008, 22:14",Lose Yourself,6
