,album,artist,duration,listeners,playcount,single_release,track-title,track_no
13,Greatest Hits,Queen,168,302938,1189887,"17 Oct 2009, 00:20",Flash,14
14,Greatest Hits,Queen,78,418770,1967200,"28 Oct 2009, 00:45",Seven Seas of Rhye,15
15,Greatest Hits,Queen,121,1010936,5330100,"12 Sep 2008, 02:37",We Will Rock You,16
16,Greatest Hits,Queen,245,847721,4404091,"14 Jul 2008, 16:22",We Are the Champions,17
0,Illuminate,Shawn Mendes,241,50904,283187,,Ruin,1
1,Illuminate,Shawn Mendes,206,155697,1130136,"19 Aug 2016, 19:03",Mercy,2
2,Illuminate,Shawn Mendes,187,221056,1795717,"06 Jul 2016, 21:41",Treat You Better,3
3,Illuminate,Shawn Mendes,199,42425,195110,,Three Empty Words,4
4,Illuminate,Shawn Mendes,215,39714,194973,,Don't Be a Fool,5
5,Illuminate,Shawn Mendes,186,24720,141868,,Like This,6
6,Illuminate,Shawn Mendes,166,31103,179561,,No Promises,7
7,Illuminate,Shawn Mendes,201,25180,153822,,Lights On,8
8,Illuminate,Shawn Mendes,199,26532,154562,,Honest,9
9,Illuminate,Shawn Mendes,175,31354,162081,,Patience,10
10,Illuminate,Shawn Mendes,198,30958,205050,,Bad Reputation,11
11,Illuminate,Shawn Mendes,300,19331,102467,,Understand,12
12,Illuminate,Shawn Mendes,199,18362,102685,"29 Oct 2018, 09:09",Hold On,13
13,Illuminate,Shawn Mendes,232,33179,173264,,Roses,14
14,Illuminate,Shawn Mendes,219,6802,36480,,Mercy (Acoustic),15
0,Montevallo,Sam Hunt,242,63117,441504,,Take Your Time,1
1,Montevallo,Sam Hunt,194,58890,359390,,Leave the Night On,2
2,Montevallo,Sam Hunt,183,55766,316888,,House Party,3
3,Montevallo,Sam Hunt,231,34795,251682,,Break Up in a Small Town,4
4,Montevallo,Sam Hunt,310,11919,65502,,Single for the Summer,5
5,Montevallo,Sam Hunt,264,19350,106418,,Ex to See,6
6,Montevallo,Sam Hunt,221,27776,181334,,Make You Miss Me,7
7,Montevallo,Sam Hunt,206,10759,63273,,Cop Car,8
8,Montevallo,Sam Hunt,236,16962,91907,,Raised on It,9
9,Montevallo,Sam Hunt,226,21267,100086,,Speakers,10
0,The Essential Michael Jackson,Michael Jackson,178,83839,313697,,I Want You Back,1
1,The Essential Michael Jackson,Michael Jackson,163,45032,176492,,ABC,2
2,The Essential Michael Jackson,Michael Jackson,183,19172,64621,,The Love You Save,3
3,The Essential Michael Jackson,Michael Jackson,203,9690,30720,,Got To Be There (Single Version),4
4,The Essential Michael Jackson,Michael Jackson,154,140564,435457,,Rockin' Robin,5
5,The Essential Michael Jackson,Michael Jackson,163,28302,64546,,Ben - Single Version,6
6,The Essential Michael Jackson,Michael Jackson,201,10149,29817,,Enjoy Yourself,7
7,The Essential Michael Jackson,Michael Jackson,212,49097,208476,,Blame It on the Boogie,8
8,The Essential Michael Jackson,Michael Jackson,223,27366,100042,,Shake Your Body (Down to the Ground),9
9,The Essential Michael Jackson,Michael Jackson,352,161631,501001,,Don't Stop 'Til You Get Enough - Single Version,10
10,The Essential Michael Jackson,Michael Jackson,203,140353,490965,,Rock With You - Single Version,11
11,The Essential Michael Jackson,Michael Jackson,226,12854,51110,"21 Mar 2009, 19:54",Off The Wall (single version),12
12,The Essential Michael Jackson,Michael Jackson,218,15451,46396,,She's Out Of My Life (single version),13
13,The Essential Michael Jackson,Michael Jackson,231,10130,38404,,Can You Feel It (Single Version),14
14,The Essential Michael Jackson,Michael Jackson,222,301127,1146531,,The Girl Is Mine,15
15,The Essential Michael Jackson,Michael Jackson,293,49012,221401,"04 Apr 2018, 03:59",Billie Jean (Single Version),16
16,The Essential Michael Jackson,Michael Jackson,258,328212,1255106,,Beat It - Single Version,17
17,The Essential Michael Jackson,Michael Jackson,257,13661,54884,,Wanna Be Startin' Somethin' (Single Version),18
18,The Essential Michael Jackson,Michael Jackson,245,493477,2525788,"19 Dec 2008, 10:33",Human Nature,19
19,The Essential Michael Jackson,Michael Jackson,238,418139,1901578,"19 Dec 2008, 10:25",P.Y.T. (Pretty Young Thing),20
20,The Essential Michael Jackson,Michael Jackson,312,69231,164434,,Thriller - Single Version,21
21,The Essential Michael Jackson,Michael Jackson,247,602988,3102398,"07 Nov 2008, 21:36",Bad,1
22,The Essential Michael Jackson,Michael Jackson,264,297964,1305293,"27 Feb 2009, 04:35",I Just Can't Stop Loving You,2
23,The Essential Michael Jackson,Michael Jackson,280,193967,950898,"13 Jul 2008, 21:05",Leave Me Alone,3
24,The Essential Michael Jackson,Michael Jackson,266,15066,59819,,The Way You Make Me Feel (Single Version),4
25,The Essential Michael Jackson,Michael Jackson,319,563346,3212982,"13 Sep 2008, 16:38",Man in the Mirror,5
26,The Essential Michael Jackson,Michael Jackson,292,435112,2393081,"16 Jun 2009, 18:48",Dirty Diana,6
27,The Essential Michael Jackson,Michael Jackson,233,19006,46110,,Another Part Of Me - Single Version,7
28,The Essential Michael Jackson,Michael Jackson,257,612366,3936089,"07 Nov 2008, 21:29",Smooth Criminal,8
29,The Essential Michael Jackson,Michael Jackson,202,132209,358858,,Black Or White - Single Version,9
30,The Essential Michael Jackson,Michael Jackson,383,321669,1584869,"26 Jun 2009, 09:01",Heal the World,10
31,The Essential Michael Jackson,Michael Jackson,240,407557,1974752,"30 Oct 2008, 15:46",Remember the Time,11
32,The Essential Michael Jackson,Michael Jackson,287,12520,26542,,In The Closet - Single Version,12
33,The Essential Michael Jackson,Michael Jackson,240,13691,34270,,"Who Is It - 7"" Edit",13
34,The Essential Michael Jackson,Michael Jackson,219,12379,53870,,Will You Be There (single version),14
35,The Essential Michael Jackson,Michael Jackson,420,147637,704985,,Dangerous,15
36,The Essential Michael Jackson,Michael Jackson,297,11745,47021,,You Are Not Alone (single version),16
37,The Essential Michael Jackson,Michael Jackson,307,42386,134065,,You Rock My World - with intro,17
0,Death of a Bachelor,Panic! at the Disco,178,111113,863459,,Victorious,1
1,Death of a Bachelor,Panic! at the Disco,213,102118,789819,,Don't Threaten Me with a Good Time,2
2,Death of a Bachelor,Panic! at the Disco,181,97913,773162,,Hallelujah,3
3,Death of a Bachelor,Panic! at the Disco,159,112688,1074054,,Emperor's New Clothes,4
4,Death of a Bachelor,Panic! at the Disco,204,104949,846144,"20 Nov 2016, 12:09",Death of a Bachelor,5
5,Death of a Bachelor,Panic! at the Disco,198,59056,433903,,Crazy=Genius,6
6,Death of a Bachelor,Panic! at the Disco,197,81932,766168,,LA Devotee,7
7,Death of a Bachelor,Panic! at the Disco,254,56229,414451,,Golden Days,8
8,Death of a Bachelor,Panic! at the Disco,172,53027,372719,,"The Good, The Bad and The Dirty",9
9,Death of a Bachelor,Panic! at the Disco,209,57938,428424,,House of Memories,10
10,Death of a Bachelor,Panic! at the Disco,203,47305,289402,,Impossible Year,11
0,Swimming,Mac Miller,162,41456,270951,,Come Back to Earth,1
1,Swimming,Mac Miller,245,41690,276377,,Hurt Feelings,2
2,Swimming,Mac Miller,289,44024,280058,,What's the Use?,3
3,Swimming,Mac Miller,215,29562,161476,,Perfecto,4
4,Swimming,Mac Miller,345,59753,505619,,Self Care,5
5,Swimming,Mac Miller,250,30014,176151,,Wings,6
6,Swimming,Mac Miller,287,45930,286639,,Ladders,7
7,Swimming,Mac Miller,272,30889,192504,,Small Worlds,8
8,Swimming,Mac Miller,210,1788,8546,,"Conversation, Pt. 1",9
9,Swimming,Mac Miller,237,24813,142998,,Dunno,10
10,Swimming,Mac Miller,345,25228,140829,,Jet Fuel,11
11,Swimming,Mac Miller,348,28008,180261,,2009,12
12,Swimming,Mac Miller,313,23898,118846,,So It Goes,13
0,Metallica,Metallica,595,1101805,9430526,"15 Aug 2008, 10:30",Enter Sandman,1
1,Metallica,Metallica,366,695152,5546634,"26 Jul 2009, 15:52",Sad but True,2
2,Metallica,Metallica,227,404362,2214280,,Holier Than Thou,3
3,Metallica,Metallica,386,798070,6626660,"06 Feb 2009, 02:36",The Unforgiven,4
4,Metallica,Metallica,402,585361,4204996,"02 Oct 2009, 01:14",Wherever I May Roam,5
5,Metallica,Metallica,239,376810,2008887,"17 Jan 2010, 01:32",Don't Tread on Me,6
6,Metallica,Metallica,241,385331,2119510,"29 Dec 2008, 23:32",Through the Never,7
7,Metallica,Metallica,377,1089138,10136367,"11 Dec 2008, 11:38",Nothing Else Matters,8
8,Metallica,Metallica,256,467200,3038713,"24 Dec 2009, 20:10",Of Wolf and Man,9
9,Metallica,Metallica,305,365453,1954273,"17 Jan 2010, 01:39",The God That Failed,10
10,Metallica,Metallica,407,369433,2050600,"28 Feb 2010, 05:47",My Friend of Misery,11
11,Metallica,Metallica,231,321171,1583857,,The Struggle Within,12
0,Freudian,Daniel Caesar,278,714,3682,,Get You,1
1,Freudian,Daniel Caesar,209,416,1741,,Best Part,2
2,Freudian,Daniel Caesar,231,37144,197044,,Hold Me Down,3
3,Freudian,Daniel Caesar,181,23828,129051,,Neu Roses (Transgressor's Song),4
4,Freudian,Daniel Caesar,185,23750,125467,,Loose,5
5,Freudian,Daniel Caesar,254,39962,230769,,We Find Love,6
6,Freudian,Daniel Caesar,241,30657,177769,,Blessed,7
7,Freudian,Daniel Caesar,226,158,742,,Take Me Away,8
8,Freudian,Daniel Caesar,280,158,737,,Transform,9
9,Freudian,Daniel Caesar,602,16711,80866,,Freudian,10
0,Nothing Was the Same,Drake,366,136051,801934,,Tuscan Leather,1
1,Nothing Was the Same,Drake,267,148786,1056698,"29 Jan 2014, 03:54",Furthest Thing,2
2,Nothing Was the Same,Drake,172,285399,2155943,"28 May 2013, 03:35",Started from the Bottom,3
3,Nothing Was the Same,Drake,217,142776,965334,"31 Oct 2013, 01:56",Wu-Tang Forever,4
4,Nothing Was the Same,Drake,251,128564,830233,"11 Nov 2013, 00:07",Own It,5
5,Nothing Was the Same,Drake,270,158523,1212091,"04 Oct 2013, 16:18",Worst Behavior,6
6,Nothing Was the Same,Drake,322,135027,763023,"14 Nov 2013, 00:45",From Time,7
7,Nothing Was the Same,Drake,225,396806,2953587,"02 Sep 2013, 17:11","Hold On, We're Going Home",8
8,Nothing Was the Same,Drake,296,119188,739009,,Connect,9
9,Nothing Was the Same,Drake,223,144943,917633,,The Language,10
10,Nothing Was the Same,Drake,256,72584,325567,,305 To My City,11
11,Nothing Was the Same,Drake,261,115348,681921,,Too Much,12
12,Nothing Was the Same,Drake,433,93918,470938,,Pound Cake / Paris Morton Music 2,13
0,T R A P S O U L,Bryson Tiller,91,16597,79872,,Intro (Difference),1
1,T R A P S O U L,Bryson Tiller,261,24606,132176,,Let Em' Know,2
2,T R A P S O U L,Bryson Tiller,195,95073,558625,"05 Jan 2018, 22:29",Exchange,3
3,T R A P S O U L,Bryson Tiller,124,19062,109798,,For However Long,4
4,T R A P S O U L,Bryson Tiller,200,117197,757687,,Don't,5
5,T R A P S O U L,Bryson Tiller,161,16628,102291,,Open Interlude,6
6,T R A P S O U L,Bryson Tiller,190,15657,78344,,Ten Nine Fourteen,7
7,T R A P S O U L,Bryson Tiller,194,15776,79067,,The Sequence,8
8,T R A P S O U L,Bryson Tiller,223,27018,162463,,Rambo,9
9,T R A P S O U L,Bryson Tiller,196,19074,119401,,502 Come Up,10
10,T R A P S O U L,Bryson Tiller,201,41288,220073,,Sorry Not Sorry,11
11,T R A P S O U L,Bryson Tiller,199,28200,148354,,Been That Way,12
12,T R A P S O U L,Bryson Tiller,218,19169,99421,,Overtime,13
13,T R A P S O U L,Bryson Tiller,249,41662,200851,,Right My Wrongs,14
0,Graffiti U,Keith Urban,0,7094,25603,,Coming Home,1
1,Graffiti U,Keith Urban,214,4159,14649,,Never Comin Down,2
2,Graffiti U,Keith Urban,216,1315,3849,,Same Heart,3
3,Graffiti U,Keith Urban,28,20,47,,My Wave (intro),4
4,Graffiti U,Keith Urban,0,1856,4760,,My Wave,5
5,Graffiti U,Keith Urban,253,9788,41897,,Parallel Line,6
6,Graffiti U,Keith Urban,0,1055,3636,,Drop Top,7
7,Graffiti U,Keith Urban,195,1462,4886,,Way Too Long,8
8,Graffiti U,Keith Urban,0,1536,4981,,Horses,9
9,Graffiti U,Keith Urban,249,1099,3386,,Gemini,10
10,Graffiti U,Keith Urban,10,7,13,,Texas Time Intro,11
11,Graffiti U,Keith Urban,291,1085,3234,,Texas Time,12
12,Graffiti U,Keith Urban,201,1116,3214,,Love the Way It Hurts (So Good),13
13,Graffiti U,Keith Urban,194,7768,34741,,Female,14
14,Graffiti U,Keith Urban,436,833,2339,,Steal My Thunder,15
0,25,Adele,295,401537,4136932,"26 Oct 2015, 10:56",Hello,1
1,25,Adele,223,249926,1963520,"09 Aug 2016, 17:51",Send My Love (To Your New Lover),2
2,25,Adele,349,98482,647648,,I Miss You,3
3,25,Adele,291,218452,1704508,"19 Nov 2015, 12:10",When We Were Young,4
4,25,Adele,245,116302,712009,,Remedy,5
5,25,Adele,240,174354,1287674,,Water Under the Bridge,6
6,25,Adele,225,88382,578434,,River Lea,7
7,25,Adele,286,85497,572969,,Love in the Dark,8
8,25,Adele,227,93268,655276,,Million Years Ago,9
9,25,Adele,272,106862,828117,,All I Ask,10
10,25,Adele,252,76179,446244,,Sweetest Devotion,11
0,Die Lit,Playboi Carti,212,5105,48522,,Long Time (Intro),1
1,Die Lit,Playboi Carti,192,30072,266213,,R.I.P.,2
2,Die Lit,Playboi Carti,177,906,3909,,Lean 4 Real,3
3,Die Lit,Playboi Carti,135,21552,141627,,Old Money,4
4,Die Lit,Playboi Carti,180,849,7315,,love hurts,5
5,Die Lit,Playboi Carti,153,1197,5872,,Shoota,6
6,Die Lit,Playboi Carti,207,904,3578,,Right Now,7
7,Die Lit,Playboi Carti,269,1628,7756,,Poke It Out,8
8,Die Lit,Playboi Carti,162,18226,141060,,Home (KOD),9
9,Die Lit,Playboi Carti,206,703,3162,,Fell In Luv,10
10,Die Lit,Playboi Carti,142,18947,126583,,Foreign,11
11,Die Lit,Playboi Carti,216,16663,101502,,Pull Up,12
12,Die Lit,Playboi Carti,149,527,2099,,Mileage,13
13,Die Lit,Playboi Carti,194,19736,174757,,FlatBed Freestyle,14
14,Die Lit,Playboi Carti,219,536,3037,,No Time,15
15,Die Lit,Playboi Carti,137,497,3553,,Middle Of The Summer,16
16,Die Lit,Playboi Carti,217,542,2967,,Choppa Won't Miss,17
17,Die Lit,Playboi Carti,161,273,2010,,R.I.P. Fredo (Notice Me),18
18,Die Lit,Playboi Carti,133,1156,5015,,Top,19
0,Drip Season 3,Gunna,145,5779,27177,,Helluva Price,1
1,Drip Season 3,Gunna,156,61,239,,Drippin',2
2,Drip Season 3,Gunna,144,18,33,,Almighty,3
3,Drip Season 3,Gunna,229,21,43,,At the Hotel,4
4,Drip Season 3,Gunna,197,6225,49791,,Top Off,5
5,Drip Season 3,Gunna,152,23,56,,King Kong,6
6,Drip Season 3,Gunna,225,4561,26504,,Pedestrian,7
7,Drip Season 3,Gunna,176,14,28,,Lies About You,8
8,Drip Season 3,Gunna,171,3416,15196,,Mistress,9
9,Drip Season 3,Gunna,219,19,124,,Car Sick,10
10,Drip Season 3,Gunna,158,3155,14913,,My Soul,11
11,Drip Season 3,Gunna,195,2752,11936,,No Joke,12
12,Drip Season 3,Gunna,199,47,209,,Oh Okay,13
13,Drip Season 3,Gunna,186,4220,24564,,Spending Addiction,14
14,Drip Season 3,Gunna,157,41,99,,Money Don't Change You,15
15,Drip Season 3,Gunna,229,2588,11085,,Toast Up,16
16,Drip Season 3,Gunna,179,7,18,,Drip or Drown (remix),17
0,TESTING,A$AP Rocky,140,39949,207941,,Distorted Records,1
1,TESTING,A$AP Rocky,315,55467,367234,"20 Apr 2018, 05:54",A$AP Forever,2
2,TESTING,A$AP Rocky,208,37813,212931,,Tony Tone,3
3,TESTING,A$AP Rocky,192,40604,314830,,Fukk Sleep,4
4,TESTING,A$AP Rocky,205,86974,809589,"04 Jun 2018, 07:26",Praise The Lord (Da Shine),5
5,TESTING,A$AP Rocky,162,26549,114143,,CALLDROPS,6
6,TESTING,A$AP Rocky,167,33967,222498,,Buck Shots,7
7,TESTING,A$AP Rocky,213,25923,135570,,Gunz N Butter,8
8,TESTING,A$AP Rocky,216,23105,98069,,Brotha Man,9
9,TESTING,A$AP Rocky,155,30359,161186,,OG Beeper,10
10,TESTING,A$AP Rocky,183,29010,130854,,Kids Turned Out Fine,11
11,TESTING,A$AP Rocky,242,29074,152306,"30 Aug 2018, 03:38",Hun43rd,12
12,TESTING,A$AP Rocky,314,26167,113828,,Changes,13
13,TESTING,A$AP Rocky,162,24801,101211,,"Black Tux, White Collar",14
14,TESTING,A$AP Rocky,262,33080,193836,"27 May 2018, 01:30",Purity,15
0,1,The Beatles,143,698107,3969619,"01 Aug 2012, 07:35",Love Me Do,1
1,1,The Beatles,116,455323,2238830,"28 Nov 2011, 17:11",From Me to You,2
2,1,The Beatles,139,594343,3357413,"21 Jul 2011, 16:50",She Loves You,3
3,1,The Beatles,82,688065,4029529,"07 Oct 2008, 23:51",I Want to Hold Your Hand,4
4,1,The Beatles,139,688419,4055528,"06 Sep 2008, 17:14",Can't Buy Me Love,5
5,1,The Beatles,136,666381,3884157,"18 Jul 2008, 18:12",A Hard Day's Night,6
6,1,The Beatles,140,464453,2314456,"25 Aug 2012, 16:23",I Feel Fine,7
7,1,The Beatles,162,578538,3147396,"30 Jan 2010, 03:16",Eight Days a Week,8
8,1,The Beatles,164,642495,3613935,"30 Oct 2009, 00:54",Ticket to Ride,9
9,1,The Beatles,153,903400,6332376,"18 Jul 2008, 09:14",Help!,10
10,1,The Beatles,124,929812,6725399,"07 Aug 2008, 16:29",Yesterday,11
11,1,The Beatles,166,496423,2548688,"31 Dec 2009, 18:36",Day Tripper,12
12,1,The Beatles,130,476513,2492638,"30 Jan 2010, 03:15",We Can Work It Out,13
13,1,The Beatles,138,446197,2191498,"31 Oct 2009, 16:20",Paperback Writer,14
14,1,The Beatles,157,831863,5064805,"18 Jul 2008, 18:18",Yellow Submarine,15
15,1,The Beatles,123,832655,5696267,"14 Jul 2008, 16:26",Eleanor Rigby,16
16,1,The Beatles,192,684151,3881190,"16 Nov 2008, 13:34",Penny Lane,17
17,1,The Beatles,231,846170,5371450,"03 Aug 2009, 17:07",All You Need Is Love,18
18,1,The Beatles,204,630510,3607333,"23 Dec 2009, 04:06",Hello Goodbye,19
19,1,The Beatles,137,536517,2885737,"28 Oct 2008, 01:11",Lady Madonna,20
20,1,The Beatles,207,848235,5569264,"16 Nov 2008, 06:07",Hey Jude,21
21,1,The Beatles,158,694656,4289310,"13 Mar 2015, 02:49",Get Back,22
22,1,The Beatles,177,369681,1701898,"09 Jun 2015, 18:29",The Ballad of John and Yoko,23
23,1,The Beatles,183,816991,5695710,"09 Jul 2008, 04:09",Something,24
24,1,The Beatles,259,984784,6785073,"07 Aug 2008, 16:25",Come Together,25
25,1,The Beatles,228,968741,7008042,"14 Jul 2008, 16:27",Let It Be,26
26,1,The Beatles,220,494570,2510681,"18 Sep 2008, 21:38",The Long and Winding Road,27
0,Coloring Book,Chance the Rapper,205,19150,86499,,All We Got,1
1,Coloring Book,Chance the Rapper,306,28558,145731,,No Problem,2
2,Coloring Book,Chance the Rapper,290,18693,85275,,Summer Friends,3
3,Coloring Book,Chance the Rapper,101,69686,312272,,D.R.A.M. Sings Special,4
4,Coloring Book,Chance the Rapper,221,94291,671442,,Blessings,5
5,Coloring Book,Chance the Rapper,257,108661,645004,"15 Jun 2018, 15:26",Same Drugs,6
6,Coloring Book,Chance the Rapper,294,16473,63852,"02 Jul 2016, 15:06",Mixtape,7
7,Coloring Book,Chance the Rapper,206,2074,12337,,Angels,8
8,Coloring Book,Chance the Rapper,220,16044,63460,,Juke Jam,9
9,Coloring Book,Chance the Rapper,142,16851,80796,,All Night,10
10,Coloring Book,Chance the Rapper,337,11638,39214,,How Great,11
11,Coloring Book,Chance the Rapper,228,13437,54804,,Smoke Break,12
12,Coloring Book,Chance the Rapper,408,11245,42376,,Finish Line / Drown,13
13,Coloring Book,Chance the Rapper,230,94291,671442,,Blessings,14
0,Life's a Trip,Trippie Redd,164,12388,57479,,Together,1
1,Life's a Trip,Trippie Redd,121,31775,226799,,Taking A Walk,2
2,Life's a Trip,Trippie Redd,175,238,1854,,Wish,3
3,Life's a Trip,Trippie Redd,146,12257,63440,,Missing my idols,4
4,Life's a Trip,Trippie Redd,237,10652,58192,,Forever Ever,5
5,Life's a Trip,Trippie Redd,228,8361,37822,,Bird Shit,6
6,Life's a Trip,Trippie Redd,228,10724,61301,,BANG!,7
7,Life's a Trip,Trippie Redd,274,9460,47254,,How You Feel,8
8,Life's a Trip,Trippie Redd,256,10582,60190,,Dark Knight Dummo,9
9,Life's a Trip,Trippie Redd,164,8783,49153,"20 Feb 2018, 19:38",UKA UKA,10
10,Life's a Trip,Trippie Redd,116,20164,116925,,Shake It Up,11
11,Life's a Trip,Trippie Redd,120,7835,34479,,Oomps Revenge,12
12,Life's a Trip,Trippie Redd,162,7561,33878,,Gore,13
13,Life's a Trip,Trippie Redd,348,6195,24043,,Underwater Flyzone,14
0,Greatest Hits So Far...,Zac Brown Band,238,246437,1143353,"02 Mar 2010, 20:07",Chicken Fried,1
1,Greatest Hits So Far...,Zac Brown Band,208,76860,429164,"08 Apr 2010, 17:18",Whatever it is,2
2,Greatest Hits So Far...,Zac Brown Band,261,99876,550193,"24 Dec 2009, 19:01",Toes,3
3,Greatest Hits So Far...,Zac Brown Band,230,61955,304612,"08 Jun 2010, 17:19",Free,4
4,Greatest Hits So Far...,Zac Brown Band,229,171158,563418,"03 Jun 2010, 16:50",Highway 20 Ride,5
5,Greatest Hits So Far...,Zac Brown Band,0,25283,157970,"14 Oct 2010, 16:50",As She's Walking Away (feat. Alan Jackson),6
6,Greatest Hits So Far...,Zac Brown Band,271,98075,498712,"31 Jan 2011, 18:45",Colder Weather,7
7,Greatest Hits So Far...,Zac Brown Band,0,35605,203381,,Knee Deep (feat. Jimmy Buffett),8
8,Greatest Hits So Far...,Zac Brown Band,214,58695,272005,,Keep Me In Mind,9
9,Greatest Hits So Far...,Zac Brown Band,227,46204,201884,,No Hurry,10
10,Greatest Hits So Far...,Zac Brown Band,176,32245,148074,,The Wind,11
11,Greatest Hits So Far...,Zac Brown Band,180,40365,192287,,Jump Right In,12
12,Greatest Hits So Far...,Zac Brown Band,324,42534,204723,,Goodbye In Her Eyes,13
13,Greatest Hits So Far...,Zac Brown Band,278,31262,160594,,Sweet Annie,14
0,Lil Boat 2,Lil Yachty,113,12477,40041,,SELF MADE,1
1,Lil Boat 2,Lil Yachty,0,12378,47557,,Boom!,2
2,Lil Boat 2,Lil Yachty,0,9328,28905,,Oops,3
3,Lil Boat 2,Lil Yachty,0,9733,26345,,Talk To Me Nice,4
4,Lil Boat 2,Lil Yachty,0,7288,19826,,Get Money Bros.,5
5,Lil Boat 2,Lil Yachty,137,12745,64720,,COUNT ME IN,6
6,Lil Boat 2,Lil Yachty,0,14856,62694,,She Ready,7
7,Lil Boat 2,Lil Yachty,104,8619,26282,,love me forever,8
8,Lil Boat 2,Lil Yachty,185,7967,28599,,DAS CAP,9
9,Lil Boat 2,Lil Yachty,0,5486,14124,,Pop Out,10
10,Lil Boat 2,Lil Yachty,0,16597,91340,,NBAYOUNGBOAT,11
11,Lil Boat 2,Lil Yachty,0,12171,50939,,Mickey,12
12,Lil Boat 2,Lil Yachty,142,7059,19900,,FWM,13
13,Lil Boat 2,Lil Yachty,131,6638,18634,,Flex,14
14,Lil Boat 2,Lil Yachty,172,6156,16230,,WHOLE lotta GUAP,15
15,Lil Boat 2,Lil Yachty,0,11045,41578,,Baby Daddy,16
16,Lil Boat 2,Lil Yachty,0,28497,144493,,66,17
0,Woodstock,Portugal. The Man,321,1438,5372,,Number One,1
1,Woodstock,Portugal. The Man,217,33429,150390,,Easy Tiger,2
2,Woodstock,Portugal. The Man,247,67817,386077,,Live In The Moment,3
3,Woodstock,Portugal. The Man,162,295822,2626567,"29 May 2018, 23:33",Feel It Still,4
4,Woodstock,Portugal. The Man,221,40926,206263,,Rich Friends,5
5,Woodstock,Portugal. The Man,203,33049,151497,,Keep On,6
6,Woodstock,Portugal. The Man,246,58589,303556,,So Young,7
7,Woodstock,Portugal. The Man,263,1033,4242,,Mr Lonely,8
8,Woodstock,Portugal. The Man,212,36994,168752,,Tidal Wave,9
9,Woodstock,Portugal. The Man,225,565,3115,,"Noise Pollution (Version A, Vocal Up Mix 1.3)",10
0,Issa Album,21 Savage,234,19037,73122,,Famous,1
1,Issa Album,21 Savage,220,109953,760024,,Bank Account,2
2,Issa Album,21 Savage,292,15805,61180,,Close My Eyes,3
3,Issa Album,21 Savage,162,18868,74250,,Bad Business,4
4,Issa Album,21 Savage,169,14283,54678,,Baby Girl,5
5,Issa Album,21 Savage,263,15264,59072,,Thug Life,6
6,Issa Album,21 Savage,239,19121,72423,,FaceTime,7
7,Issa Album,21 Savage,219,14216,54182,,Nothin New,8
8,Issa Album,21 Savage,271,29520,145110,,Numb,9
9,Issa Album,21 Savage,147,14199,85380,,Dead People,10
10,Issa Album,21 Savage,213,10684,38020,,Money Convo,11
11,Issa Album,21 Savage,217,11242,36760,,Special,12
12,Issa Album,21 Savage,313,15523,58830,,Whole Lot,13
13,Issa Album,21 Savage,431,11513,46348,,7 Min Freestyle,14
0,Everybody,Logic,448,22681,86375,,Hallelujah,1
1,Everybody,Logic,162,61527,330590,"02 Apr 2017, 03:16",Everybody,2
2,Everybody,Logic,343,18100,66228,"11 May 2017, 20:05",Confess,3
3,Everybody,Logic,206,21070,91517,,Killing Spree,4
4,Everybody,Logic,400,22451,83683,,Take It Back,5
5,Everybody,Logic,331,16793,64449,,America,6
6,Everybody,Logic,156,14114,46352,,Ink Blot,7
7,Everybody,Logic,206,16812,66483,,Mos Definitely,8
8,Everybody,Logic,283,12468,30361,,Waiting Room,9
9,Everybody,Logic,252,154935,1102186,"09 Nov 2017, 14:12",1-800-273-8255,10
10,Everybody,Logic,412,14804,54808,,Anziety,11
11,Everybody,Logic,331,31440,152833,,Black SpiderMan,12
12,Everybody,Logic,728,11811,43231,,AfricAryaN,13
0,Too Hard,Lil Baby,218,2550,9707,,To the Top,1
1,Too Hard,Lil Baby,139,1790,5817,,Money,2
2,Too Hard,Lil Baby,169,5538,20004,,All of a Sudden,3
3,Too Hard,Lil Baby,193,1787,7237,,Money Forever,4
4,Too Hard,Lil Baby,197,1246,3983,,Best of Me,5
5,Too Hard,Lil Baby,211,1018,2784,,Ride My Wave,6
6,Too Hard,Lil Baby,153,891,2497,,Hurry,7
7,Too Hard,Lil Baby,191,1925,5896,,Sum More,8
8,Too Hard,Lil Baby,183,852,2182,,Going For It,9
9,Too Hard,Lil Baby,194,805,2129,,Slow Mo,10
10,Too Hard,Lil Baby,203,953,3226,,Trap Star,11
11,Too Hard,Lil Baby,180,569,1207,,Eat Or Starve,12
12,Too Hard,Lil Baby,162,11667,74540,,Freestyle,13
13,Too Hard,Lil Baby,160,601,1346,,Vision Clear,14
14,Too Hard,Lil Baby,180,862,2514,,Dive In,15
15,Too Hard,Lil Baby,193,546,1268,,Stick On Me,16
0,Mr. Davis,Gucci Mane,145,9302,30641,,Work in Progress (Intro),1
1,Mr. Davis,Gucci Mane,182,8782,25477,,Back On,2
2,Mr. Davis,Gucci Mane,233,613,1991,,I Get the Bag,3
3,Mr. Davis,Gucci Mane,316,92,267,,Stunting Ain't Nuthin,4
4,Mr. Davis,Gucci Mane,161,343,922,,Curve,5
5,Mr. Davis,Gucci Mane,245,168,353,,Enormous,6
6,Mr. Davis,Gucci Mane,194,7780,24294,,Members Only,7
7,Mr. Davis,Gucci Mane,205,6973,21808,,Money Make Ya Handsome,8
